04-1587,7/5/04,32,87.5,1190
04-R-5295,7/9/04,0,,
04-1648,7/11/04,33,137.75,2225
04-1671,7/13/04,94,2238.67,12485
04-1699,7/15/04,0,,
04-1714,7/17/04,10,14,286
04-1709,7/17/04,14,63.5,858
04-1742,7/18/04,38,305.5,3145
04-1733,7/18/04,7,9.33,115
04-ES-038,7/18/04,4,104,1060
04-1752,7/19/04,1,3,50
04-1865,7/27/04,4,14,360
1553,7/30/04,54,694.05,4655
3744,7/31/04,4,7.67,100
3379,7/31/04,22,90,1140
19815,8/2/04,0,,
11414,8/2/04,18,56.33,1311
58897,8/10/04,0,,
57801,8/10/04,17,64,478
75332,8/14/04,0,,
95786,8/19/04,12,34.25,601
105648,8/21/04,52,174.25,3024
104917,8/21/04,19,47.25,642
04-2180-08-21,8/21/04,3,28.5,250
111856,8/22/04,32,88.17,2273
113317,8/23/04,7,134,780
123179,8/26/04,0,,
102361,8/27/04,11,134.5,925
04-ES-0054,8/27/04,25,197.17,1469
151667,9/2/04,12,153.5,840
149476,9/2/04,18,85.33,1280
04-ES-057,9/2/04,7,58.5,660
159703,9/4/04,20,56.5,950
163355,9/5/04,5,4.17,10
102361,9/8/04,4,36,260
176139,9/8/04,0,,
186366,9/12/04,3,9,385
206820,9/17/04,7,18.5,540
202437,9/17/04,5,224,0
223255,9/23/04,7,32,460
224716,9/24/04,0,,
230195,9/26/04,18,99,1195
241518,10/2/04,3,11.18,60
241153,10/2/04,0,,
259049,10/8/04,30,137.25,1271
266719,10/10/04,19,88,760
270372,10/11/04,0,,
300321,10/19/04,1,2.25,50
348534,10/30/04,6,36.5,575
377388,11/10/04,5,32.1,435
383232,11/12/04,0,,
04-burien-01,11/18/04,0,,
447149,11/20/04,13,13,180
04-R15524,11/20/04,0,,
411355,11/21/04,18,109.5,885
418295,11/23/04,10,5.5,15
425600,11/25/04,1,3.5,60
437653,11/29/04,1,4.5,110
04-ES-065,12/4/04,16,166.5,1764
460298,12/6/04,42,186.67,2255
04-ES-067,12/8/04,13,70.5,562
478195,12/11/04,0,,
04-ES-066,12/12/04,2,39,395
482943,12/13/04,0,,
489152,12/14/04,1,2,60
487326,12/14/04,2,8.25,60
05-04-ES-066,1/1/05,10,150,920
05-0043,1/6/05,3,15,500
